person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,income_bracket,loan_to_income_pct,dti_risk_band,loan_status_label,has_prior_default,credit_hist_ratio,predicted_default_probability,predicted_risk_tier
22,50000,MORTGAGE,5.0,EDUCATION,B,15000,10.25,0,0.3,N,3,18-25,25-50K,30.0,Moderate,Non-Default,0,0.6,0.2517,Low
23,25279,RENT,7.0,PERSONAL,D,7125,17.58,0,0.28,Y,4,18-25,25-50K,28.19,Moderate,Non-Default,1,0.67,0.7163,High
22,26124,RENT,2.0,EDUCATION,A,7125,5.79,0,0.27,N,2,18-25,25-50K,27.27,Moderate,Non-Default,0,0.4,0.2697,Low
22,28000,RENT,6.0,DEBTCONSOLIDATION,B,7125,10.99,0,0.25,N,4,18-25,25-50K,25.45,Moderate,Non-Default,0,0.8,0.3531,Low
24,70000,RENT,8.0,VENTURE,A,7125,6.92,0,0.1,N,2,18-25,50-75K,10.18,Very Low,Non-Default,0,0.29,0.0296,Very Low
22,50000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10000,9.88,0,0.2,N,4,18-25,25-50K,20.0,Low,Non-Default,0,0.8,0.2365,Low
26,15000,RENT,2.0,MEDICAL,B,7100,9.99,1,0.47,N,4,26-35,<25K,47.33,Very High,Default,0,0.44,0.9953,Very High
23,25000,RENT,1.0,PERSONAL,A,7100,7.9,0,0.28,N,2,18-25,<25K,28.4,Moderate,Non-Default,0,0.33,0.2747,Low
25,50000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,5000,11.36,0,0.1,N,2,18-25,25-50K,10.0,Very Low,Non-Default,0,0.25,0.3358,Low
25,33000,RENT,1.0,VENTURE,C,7100,14.65,1,0.22,Y,4,18-25,25-50K,21.52,Moderate,Default,1,0.5,0.6192,High
23,50000,MORTGAGE,4.0,EDUCATION,B,20000,10.62,0,0.4,N,4,18-25,25-50K,40.0,High,Non-Default,0,0.67,0.3328,Low
23,44400,RENT,2.0,DEBTCONSOLIDATION,A,7100,6.99,1,0.16,N,3,18-25,25-50K,15.99,Low,Default,0,0.5,0.1608,Very Low
25,95000,RENT,3.0,DEBTCONSOLIDATION,A,7100,6.99,0,0.07,N,2,18-25,75-100K,7.47,Very Low,Non-Default,0,0.25,0.074,Very Low
25,96000,RENT,9.0,HOMEIMPROVEMENT,A,7075,5.99,0,0.07,N,4,18-25,75-100K,7.37,Very Low,Non-Default,0,0.5,0.0892,Very Low
22,50000,MORTGAGE,3.0,EDUCATION,A,2500,7.51,0,0.05,N,4,18-25,25-50K,5.0,Very Low,Non-Default,0,0.8,0.1484,Very Low
22,30500,RENT,0.0,EDUCATION,A,7025,6.54,1,0.23,N,4,18-25,25-50K,23.03,Moderate,Default,0,0.8,0.3461,Low
22,10000,RENT,0.0,HOMEIMPROVEMENT,B,7000,12.21,1,0.7,N,2,18-25,<25K,70.0,Very High,Default,0,0.4,0.9915,Very High
25,50000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,18000,7.88,0,0.36,N,2,18-25,25-50K,36.0,High,Non-Default,0,0.25,0.2327,Low
22,50000,OWN,2.0,VENTURE,C,6000,14.22,0,0.12,N,2,18-25,25-50K,12.0,Low,Non-Default,0,0.4,0.1785,Very Low
22,15090,RENT,0.0,EDUCATION,A,7000,8.94,1,0.46,N,4,18-25,<25K,46.39,Very High,Default,0,0.8,0.9949,Very High
21,15600,RENT,4.0,EDUCATION,A,7000,7.51,1,0.45,N,2,18-25,<25K,44.87,Very High,Default,0,0.5,0.9918,Very High
21,17000,RENT,4.0,DEBTCONSOLIDATION,B,7000,10.62,1,0.41,N,2,18-25,<25K,41.18,Very High,Default,0,0.5,0.9881,Very High
22,18000,RENT,1.0,HOMEIMPROVEMENT,B,7000,10.65,1,0.39,N,2,18-25,<25K,38.89,High,Default,0,0.4,0.9934,Very High
25,50000,MORTGAGE,4.0,PERSONAL,A,6000,6.76,0,0.12,N,3,18-25,25-50K,12.0,Low,Non-Default,0,0.38,0.1156,Very Low
23,18000,RENT,1.0,PERSONAL,A,7000,7.88,1,0.39,N,4,18-25,<25K,38.89,High,Default,0,0.67,0.9936,Very High
21,18000,RENT,5.0,HOMEIMPROVEMENT,B,7000,11.14,1,0.39,N,4,18-25,<25K,38.89,High,Default,0,1.0,0.9907,Very High
22,50000,MORTGAGE,0.0,PERSONAL,A,6250,7.88,0,0.13,N,2,18-25,25-50K,12.5,Low,Non-Default,0,0.4,0.1277,Very Low
23,18500,RENT,4.0,EDUCATION,A,7000,7.66,1,0.38,N,4,18-25,<25K,37.84,High,Default,0,0.67,0.9917,Very High
21,19200,RENT,5.0,HOMEIMPROVEMENT,C,7000,14.35,1,0.36,N,2,18-25,<25K,36.46,High,Default,0,0.5,0.9852,Very High
25,19200,RENT,1.0,VENTURE,E,7000,16.82,1,0.36,Y,3,18-25,<25K,36.46,High,Default,1,0.38,0.9958,Very High
24,50000,OWN,4.0,VENTURE,B,21000,10.62,0,0.42,N,4,18-25,25-50K,42.0,Very High,Non-Default,0,0.57,0.1251,Very Low
23,21600,RENT,5.0,VENTURE,A,7000,6.62,1,0.32,N,2,18-25,<25K,32.41,High,Default,0,0.33,0.937,Very High
21,21600,RENT,6.0,EDUCATION,C,7000,13.98,1,0.32,Y,3,18-25,<25K,32.41,High,Default,1,0.75,0.9665,Very High
26,22480,RENT,0.0,HOMEIMPROVEMENT,A,7000,8.0,1,0.31,N,4,26-35,<25K,31.14,High,Default,0,0.44,0.9588,Very High
22,22500,RENT,2.0,DEBTCONSOLIDATION,B,7000,10.38,1,0.31,N,3,18-25,<25K,31.11,High,Default,0,0.6,0.9566,Very High
24,22680,RENT,9.0,DEBTCONSOLIDATION,B,7000,10.62,1,0.31,N,3,18-25,<25K,30.86,High,Default,0,0.43,0.9481,Very High
25,22776,RENT,4.0,HOMEIMPROVEMENT,B,7000,9.91,1,0.31,N,4,18-25,<25K,30.73,High,Default,0,0.5,0.9609,Very High
25,22880,RENT,2.0,VENTURE,C,7000,13.48,1,0.31,N,3,18-25,<25K,30.59,High,Default,0,0.38,0.9514,Very High
23,50000,MORTGAGE,3.0,VENTURE,C,7000,13.48,0,0.14,Y,2,18-25,25-50K,14.0,Low,Non-Default,1,0.33,0.2784,Low
26,22884,RENT,2.0,MEDICAL,A,7000,7.51,1,0.31,N,4,26-35,<25K,30.59,High,Default,0,0.44,0.9545,Very High
23,44000,MORTGAGE,0.0,MEDICAL,F,2000,19.13,1,0.05,Y,3,18-25,25-50K,4.55,Very Low,Default,1,0.5,0.8467,Very High
23,50000,MORTGAGE,5.0,PERSONAL,B,9000,11.14,0,0.18,N,2,18-25,25-50K,18.0,Low,Non-Default,0,0.33,0.2391,Low
26,50000,MORTGAGE,0.0,EDUCATION,A,10000,7.74,0,0.2,N,2,26-35,25-50K,20.0,Low,Non-Default,0,0.22,0.1469,Very Low
25,23000,RENT,0.0,DEBTCONSOLIDATION,D,7000,12.49,1,0.3,Y,4,18-25,<25K,30.43,Moderate,Default,1,0.5,0.8787,Very High
22,50000,MORTGAGE,0.0,PERSONAL,B,2500,12.18,0,0.05,N,4,18-25,25-50K,5.0,Very Low,Non-Default,0,0.8,0.2962,Low
23,50000,MORTGAGE,1.0,PERSONAL,A,9000,7.49,0,0.18,N,2,18-25,25-50K,18.0,Low,Non-Default,0,0.33,0.1299,Very Low
25,23460,RENT,5.0,MEDICAL,B,7000,10.99,0,0.3,N,2,18-25,<25K,29.84,Moderate,Non-Default,0,0.25,0.3158,Low
22,24000,RENT,6.0,VENTURE,B,7000,12.42,0,0.29,N,2,18-25,<25K,29.17,Moderate,Non-Default,0,0.4,0.2048,Low
26,24000,RENT,2.0,PERSONAL,C,7000,12.99,0,0.29,N,3,26-35,<25K,29.17,Moderate,Non-Default,0,0.33,0.3816,Low
24,24000,RENT,0.0,PERSONAL,D,7000,15.62,1,0.29,N,2,18-25,<25K,29.17,Moderate,Default,0,0.29,0.9782,Very High
22,50000,MORTGAGE,5.0,PERSONAL,B,2000,12.18,0,0.04,N,3,18-25,25-50K,4.0,Very Low,Non-Default,0,0.6,0.2974,Low
23,50000,OWN,3.0,VENTURE,A,5000,8.94,0,0.1,N,3,18-25,25-50K,10.0,Very Low,Non-Default,0,0.5,0.0267,Very Low
22,50000,OWN,3.0,EDUCATION,A,6000,8.94,0,0.12,N,2,18-25,25-50K,12.0,Low,Non-Default,0,0.4,0.1103,Very Low
26,50000,MORTGAGE,5.0,EDUCATION,A,5000,7.4,0,0.1,N,2,26-35,25-50K,10.0,Very Low,Non-Default,0,0.22,0.1395,Very Low
24,44000,MORTGAGE,0.0,EDUCATION,D,15000,15.31,1,0.34,N,2,18-25,25-50K,34.09,High,Default,0,0.29,0.7032,High
25,24000,RENT,0.0,VENTURE,E,7000,16.45,1,0.29,Y,2,18-25,<25K,29.17,Moderate,Default,1,0.25,0.9735,Very High
22,24996,RENT,6.0,DEBTCONSOLIDATION,B,7000,11.86,0,0.28,N,2,18-25,<25K,28.0,Moderate,Non-Default,0,0.4,0.3614,Low
21,25000,RENT,1.0,EDUCATION,B,7000,12.69,0,0.28,N,2,18-25,<25K,28.0,Moderate,Non-Default,0,0.5,0.3743,Low
22,50000,MORTGAGE,6.0,VENTURE,C,10500,14.26,0,0.21,Y,2,18-25,25-50K,21.0,Moderate,Non-Default,1,0.4,0.3096,Low
22,63000,RENT,6.0,PERSONAL,B,6000,11.49,0,0.1,N,2,18-25,50-75K,9.52,Very Low,Non-Default,0,0.4,0.1989,Very Low
26,63000,RENT,3.0,HOMEIMPROVEMENT,C,6000,13.23,0,0.1,N,2,26-35,50-75K,9.52,Very Low,Non-Default,0,0.22,0.2515,Low
23,63402,RENT,3.0,DEBTCONSOLIDATION,C,6000,13.22,0,0.09,N,4,18-25,50-75K,9.46,Very Low,Non-Default,0,0.67,0.2223,Low
25,57500,RENT,4.0,VENTURE,C,6000,11.28,1,0.1,N,2,18-25,50-75K,10.43,Very Low,Default,0,0.25,0.3089,Low
24,58668,RENT,8.0,MEDICAL,D,6000,15.05,1,0.1,Y,4,18-25,50-75K,10.23,Very Low,Default,1,0.57,0.8137,Very High
23,65000,RENT,7.0,EDUCATION,C,6000,15.23,0,0.09,N,3,18-25,50-75K,9.23,Very Low,Non-Default,0,0.5,0.315,Low
23,65000,RENT,2.0,EDUCATION,B,6000,11.99,0,0.09,N,2,18-25,50-75K,9.23,Very Low,Non-Default,0,0.33,0.1695,Very Low
26,65000,RENT,7.0,EDUCATION,D,6000,16.49,0,0.09,Y,2,26-35,50-75K,9.23,Very Low,Non-Default,1,0.22,0.6383,High
25,59000,RENT,9.0,VENTURE,C,6000,15.23,1,0.1,N,3,18-25,50-75K,10.17,Very Low,Default,0,0.38,0.321,Low
23,44000,MORTGAGE,8.0,PERSONAL,B,15000,12.18,1,0.34,N,3,18-25,25-50K,34.09,High,Default,0,0.5,0.4258,Moderate
24,50000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12000,10.99,0,0.24,N,3,18-25,25-50K,24.0,Moderate,Non-Default,0,0.43,0.2493,Low
22,50000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,11000,8.94,0,0.22,N,4,18-25,25-50K,22.0,Moderate,Non-Default,0,0.8,0.1785,Very Low
25,65000,RENT,8.0,EDUCATION,C,6000,13.06,0,0.09,Y,3,18-25,50-75K,9.23,Very Low,Non-Default,1,0.38,0.2459,Low
24,65000,RENT,3.0,MEDICAL,A,6000,7.49,0,0.09,N,2,18-25,50-75K,9.23,Very Low,Non-Default,0,0.29,0.102,Very Low
24,59000,RENT,2.0,DEBTCONSOLIDATION,D,6000,16.0,1,0.1,N,4,18-25,50-75K,10.17,Very Low,Default,0,0.57,0.9897,Very High
23,65000,RENT,0.0,EDUCATION,A,6000,9.63,0,0.09,N,3,18-25,50-75K,9.23,Very Low,Non-Default,0,0.5,0.1301,Very Low
25,65004,RENT,0.0,DEBTCONSOLIDATION,C,6000,12.87,0,0.09,N,4,18-25,50-75K,9.23,Very Low,Non-Default,0,0.5,0.208,Low
21,65004,RENT,5.0,PERSONAL,A,6000,7.68,0,0.09,N,3,18-25,50-75K,9.23,Very Low,Non-Default,0,0.75,0.1195,Very Low
22,50000,MORTGAGE,0.0,EDUCATION,B,20000,11.48,0,0.4,N,2,18-25,25-50K,40.0,High,Non-Default,0,0.4,0.3524,Low
22,65100,RENT,3.0,EDUCATION,E,6000,16.2,0,0.09,N,4,18-25,50-75K,9.22,Very Low,Non-Default,0,0.8,0.6159,High
22,66000,RENT,4.0,EDUCATION,B,6000,9.99,0,0.09,N,4,18-25,50-75K,9.09,Very Low,Non-Default,0,0.8,0.1574,Very Low
25,44000,MORTGAGE,4.0,MEDICAL,D,5550,14.11,1,0.13,Y,4,18-25,25-50K,12.61,Low,Default,1,0.5,0.8032,Very High
26,66400,RENT,6.0,MEDICAL,A,6000,7.29,0,0.09,N,4,26-35,50-75K,9.04,Very Low,Non-Default,0,0.44,0.1043,Very Low
24,67644,RENT,3.0,DEBTCONSOLIDATION,A,6000,6.99,0,0.09,N,3,18-25,50-75K,8.87,Very Low,Non-Default,0,0.43,0.0917,Very Low
24,50000,MORTGAGE,8.0,EDUCATION,C,3000,13.47,0,0.06,N,2,18-25,25-50K,6.0,Very Low,Non-Default,0,0.29,0.3347,Low
26,62065,RENT,7.0,PERSONAL,B,6000,11.12,1,0.1,N,3,26-35,50-75K,9.67,Very Low,Default,0,0.33,0.2039,Low
26,44000,MORTGAGE,8.0,MEDICAL,G,12000,18.84,1,0.27,Y,3,26-35,25-50K,27.27,Moderate,Default,1,0.33,0.9172,Very High
22,68250,RENT,4.0,EDUCATION,F,6000,19.13,0,0.09,Y,3,18-25,50-75K,8.79,Very Low,Non-Default,1,0.6,0.6708,High
24,50000,MORTGAGE,2.0,VENTURE,A,12500,9.32,0,0.25,N,2,18-25,25-50K,25.0,Moderate,Non-Default,0,0.29,0.0435,Very Low
25,68496,RENT,1.0,VENTURE,A,6000,8.0,0,0.09,N,3,18-25,50-75K,8.76,Very Low,Non-Default,0,0.38,0.0278,Very Low
22,69000,RENT,2.0,VENTURE,A,6000,7.49,0,0.09,N,4,18-25,50-75K,8.7,Very Low,Non-Default,0,0.8,0.0304,Very Low
22,44000,MORTGAGE,4.0,MEDICAL,D,16000,14.74,1,0.36,Y,3,18-25,25-50K,36.36,High,Default,1,0.6,0.7876,High
23,69000,RENT,7.0,MEDICAL,A,6000,7.88,0,0.09,N,2,18-25,50-75K,8.7,Very Low,Non-Default,0,0.33,0.1295,Very Low
26,63400,RENT,2.0,PERSONAL,D,6000,15.21,1,0.09,Y,2,26-35,50-75K,9.46,Very Low,Default,1,0.22,0.9674,Very High
22,69500,RENT,6.0,DEBTCONSOLIDATION,B,6000,10.65,0,0.09,N,4,18-25,50-75K,8.63,Very Low,Non-Default,0,0.8,0.1698,Very Low
22,50000,MORTGAGE,1.0,PERSONAL,E,9800,16.32,0,0.2,Y,3,18-25,25-50K,19.6,Low,Non-Default,1,0.6,0.5427,Moderate
22,69528,RENT,6.0,PERSONAL,C,6000,12.99,0,0.09,Y,3,18-25,50-75K,8.63,Very Low,Non-Default,1,0.6,0.2305,Low
26,69780,RENT,3.0,PERSONAL,A,6000,9.32,0,0.09,N,3,26-35,50-75K,8.6,Very Low,Non-Default,0,0.33,0.1223,Very Low
24,69996,RENT,0.0,HOMEIMPROVEMENT,C,6000,13.06,0,0.09,N,2,18-25,50-75K,8.57,Very Low,Non-Default,0,0.29,0.2158,Low
26,70000,RENT,3.0,PERSONAL,A,6000,8.49,0,0.09,N,4,26-35,50-75K,8.57,Very Low,Non-Default,0,0.44,0.1131,Very Low
21,44000,MORTGAGE,2.0,DEBTCONSOLIDATION,E,15000,16.0,1,0.34,N,2,18-25,25-50K,34.09,High,Default,0,0.5,0.9216,Very High
23,70000,RENT,4.0,EDUCATION,A,6000,7.49,0,0.09,N,2,18-25,50-75K,8.57,Very Low,Non-Default,0,0.33,0.109,Very Low
23,50000,MORTGAGE,0.0,PERSONAL,A,6500,7.49,0,0.13,N,4,18-25,25-50K,13.0,Low,Non-Default,0,0.67,0.1273,Very Low
22,50000,MORTGAGE,7.0,EDUCATION,A,6400,8.0,0,0.13,N,2,18-25,25-50K,12.8,Low,Non-Default,0,0.4,0.1727,Very Low
26,50000,MORTGAGE,10.0,HOMEIMPROVEMENT,E,15000,16.0,0,0.3,N,3,26-35,25-50K,30.0,Moderate,Non-Default,0,0.33,0.6711,High
25,70000,RENT,9.0,EDUCATION,B,6000,9.25,0,0.09,N,4,18-25,50-75K,8.57,Very Low,Non-Default,0,0.5,0.1567,Very Low
26,70000,RENT,4.0,MEDICAL,A,6000,6.17,0,0.09,N,4,26-35,50-75K,8.57,Very Low,Non-Default,0,0.44,0.087,Very Low
24,50000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000,9.63,0,0.12,N,3,18-25,25-50K,12.0,Low,Non-Default,0,0.43,0.2015,Low
24,50000,MORTGAGE,1.0,PERSONAL,C,11400,12.53,0,0.23,N,2,18-25,25-50K,22.8,Moderate,Non-Default,0,0.29,0.2783,Low
23,70000,RENT,4.0,EDUCATION,B,6000,11.49,0,0.09,N,4,18-25,50-75K,8.57,Very Low,Non-Default,0,0.67,0.1709,Very Low
22,70000,RENT,0.0,EDUCATION,B,6000,11.89,0,0.09,N,2,18-25,50-75K,8.57,Very Low,Non-Default,0,0.4,0.1552,Very Low
22,50000,MORTGAGE,7.0,EDUCATION,B,4000,10.95,0,0.08,N,4,18-25,25-50K,8.0,Very Low,Non-Default,0,0.8,0.3087,Low
23,50000,MORTGAGE,7.0,VENTURE,B,8600,11.26,0,0.17,N,3,18-25,25-50K,17.2,Low,Non-Default,0,0.5,0.0683,Very Low
26,50000,OWN,4.0,HOMEIMPROVEMENT,C,10000,13.47,0,0.2,Y,2,26-35,25-50K,20.0,Low,Non-Default,1,0.22,0.1859,Very Low
23,50000,OWN,0.0,MEDICAL,A,10200,9.63,0,0.2,N,4,18-25,25-50K,20.4,Low,Non-Default,0,0.67,0.1502,Very Low
24,50000,MORTGAGE,7.0,VENTURE,D,1000,14.42,0,0.02,N,3,18-25,25-50K,2.0,Very Low,Non-Default,0,0.43,0.4287,Moderate
22,71000,RENT,4.0,MEDICAL,B,6000,10.99,0,0.08,N,4,18-25,50-75K,8.45,Very Low,Non-Default,0,0.8,0.1616,Very Low
23,65074,RENT,0.0,EDUCATION,D,6000,14.42,1,0.09,Y,3,18-25,50-75K,9.22,Very Low,Default,1,0.5,0.9605,Very High
24,50000,OTHER,0.0,HOMEIMPROVEMENT,A,5000,7.68,0,0.1,N,3,18-25,25-50K,10.0,Very Low,Non-Default,0,0.43,0.1293,Very Low
25,50000,MORTGAGE,5.0,PERSONAL,D,7500,13.8,0,0.15,Y,4,18-25,25-50K,15.0,Low,Non-Default,1,0.5,0.4981,Moderate
24,44000,MORTGAGE,6.0,EDUCATION,F,7500,16.33,1,0.17,N,2,18-25,25-50K,17.05,Low,Default,0,0.29,0.7535,High
26,66000,RENT,10.0,VENTURE,C,6000,13.49,1,0.09,Y,2,26-35,50-75K,9.09,Very Low,Default,1,0.22,0.289,Low
23,50000,OWN,0.0,VENTURE,B,14000,10.33,0,0.28,N,2,18-25,25-50K,28.0,Moderate,Non-Default,0,0.33,0.043,Very Low
21,72000,RENT,3.0,EDUCATION,A,6000,5.42,0,0.08,N,4,18-25,50-75K,8.33,Very Low,Non-Default,0,1.0,0.0937,Very Low
24,72000,RENT,3.0,EDUCATION,A,6000,7.66,0,0.08,N,3,18-25,50-75K,8.33,Very Low,Non-Default,0,0.43,0.1044,Very Low
25,44000,MORTGAGE,7.0,PERSONAL,B,7500,10.08,1,0.17,N,2,18-25,25-50K,17.05,Low,Default,0,0.25,0.2838,Low
21,44000,MORTGAGE,5.0,VENTURE,D,7500,12.92,1,0.17,N,4,18-25,25-50K,17.05,Low,Default,0,1.0,0.5542,Moderate
25,72000,RENT,1.0,VENTURE,B,6000,11.86,0,0.08,N,3,18-25,50-75K,8.33,Very Low,Non-Default,0,0.38,0.0687,Very Low
22,50000,OWN,4.0,VENTURE,B,16000,9.45,0,0.32,N,4,18-25,25-50K,32.0,High,Non-Default,0,0.8,0.1134,Very Low
23,73000,RENT,4.0,MEDICAL,B,6000,12.53,0,0.08,N,4,18-25,50-75K,8.22,Very Low,Non-Default,0,0.67,0.1785,Very Low
26,50000,MORTGAGE,10.0,MEDICAL,C,13000,11.97,0,0.26,Y,3,26-35,25-50K,26.0,Moderate,Non-Default,1,0.33,0.3017,Low
23,73500,RENT,7.0,PERSONAL,D,6000,14.96,0,0.08,Y,4,18-25,50-75K,8.16,Very Low,Non-Default,1,0.67,0.4868,Moderate
22,50000,OWN,6.0,MEDICAL,A,15000,8.63,0,0.3,N,2,18-25,25-50K,30.0,Moderate,Non-Default,0,0.4,0.1482,Very Low
23,57800,RENT,2.0,MEDICAL,B,6000,10.99,1,0.09,N,4,18-25,50-75K,10.38,Very Low,Default,0,0.67,0.2477,Low
24,50000,MORTGAGE,7.0,PERSONAL,D,9000,15.31,0,0.18,Y,3,18-25,25-50K,18.0,Low,Non-Default,1,0.43,0.4746,Moderate
21,44000,MORTGAGE,5.0,MEDICAL,D,6000,12.61,1,0.14,N,3,18-25,25-50K,13.64,Low,Default,0,0.75,0.7357,High
25,50000,MORTGAGE,9.0,EDUCATION,A,6400,8.32,0,0.13,N,3,18-25,25-50K,12.8,Low,Non-Default,0,0.38,0.1874,Very Low
26,50000,MORTGAGE,2.0,PERSONAL,D,20000,13.3,0,0.4,N,3,26-35,25-50K,40.0,High,Non-Default,0,0.33,0.5863,Moderate
23,74000,RENT,7.0,EDUCATION,A,6000,5.79,0,0.08,N,3,18-25,50-75K,8.11,Very Low,Non-Default,0,0.5,0.1095,Very Low
25,74500,RENT,3.0,MEDICAL,B,6000,9.99,0,0.08,N,4,18-25,50-75K,8.05,Very Low,Non-Default,0,0.5,0.1446,Very Low
26,74970,RENT,5.0,MEDICAL,A,6000,7.88,0,0.08,N,2,26-35,50-75K,8.0,Very Low,Non-Default,0,0.22,0.1095,Very Low
23,75000,RENT,1.0,VENTURE,B,6000,12.42,0,0.08,N,3,18-25,50-75K,8.0,Very Low,Non-Default,0,0.5,0.07,Very Low
24,50000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,5500,10.99,0,0.11,N,3,18-25,25-50K,11.0,Low,Non-Default,0,0.43,0.2838,Low
22,50004,MORTGAGE,4.0,PERSONAL,B,4950,10.99,0,0.1,N,2,18-25,50-75K,9.9,Very Low,Non-Default,0,0.4,0.2791,Low
23,75000,RENT,1.0,PERSONAL,A,6000,6.03,0,0.08,N,4,18-25,50-75K,8.0,Very Low,Non-Default,0,0.67,0.0964,Very Low
23,75000,RENT,1.0,VENTURE,A,6000,6.99,0,0.08,N,4,18-25,50-75K,8.0,Very Low,Non-Default,0,0.67,0.0313,Very Low
23,50004,MORTGAGE,7.0,EDUCATION,A,2700,5.99,0,0.05,N,2,18-25,50-75K,5.4,Very Low,Non-Default,0,0.33,0.113,Very Low
23,69000,RENT,7.0,DEBTCONSOLIDATION,D,6000,16.02,1,0.09,Y,2,18-25,50-75K,8.7,Very Low,Default,1,0.33,0.9246,Very High
22,50004,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6250,7.49,0,0.12,N,4,18-25,50-75K,12.5,Low,Non-Default,0,0.8,0.1304,Very Low
25,50004,OWN,1.0,VENTURE,A,10000,7.29,0,0.2,N,3,18-25,50-75K,20.0,Low,Non-Default,0,0.38,0.0236,Very Low
23,75000,RENT,4.0,PERSONAL,C,6000,13.98,0,0.08,Y,2,18-25,50-75K,8.0,Very Low,Non-Default,1,0.33,0.2456,Low
23,75000,RENT,0.0,MEDICAL,B,6000,11.48,0,0.08,N,2,18-25,50-75K,8.0,Very Low,Non-Default,0,0.33,0.1621,Very Low
24,50004,OWN,2.0,MEDICAL,B,10000,11.12,0,0.2,N,2,18-25,50-75K,20.0,Low,Non-Default,0,0.29,0.147,Very Low
22,50004,MORTGAGE,5.0,EDUCATION,D,14000,15.58,0,0.28,N,4,18-25,50-75K,28.0,Moderate,Non-Default,0,0.8,0.6168,High
23,78000,RENT,0.0,MEDICAL,B,6000,9.99,0,0.08,N,2,18-25,75-100K,7.69,Very Low,Non-Default,0,0.33,0.1415,Very Low
22,50004,MORTGAGE,6.0,VENTURE,D,7200,15.31,0,0.14,Y,2,18-25,50-75K,14.4,Low,Non-Default,1,0.4,0.4933,Moderate
25,78000,RENT,1.0,PERSONAL,A,6000,9.63,0,0.08,N,4,18-25,75-100K,7.69,Very Low,Non-Default,0,0.5,0.1298,Very Low
23,50004,MORTGAGE,7.0,PERSONAL,B,16000,11.83,0,0.32,N,2,18-25,50-75K,32.0,High,Non-Default,0,0.33,0.3325,Low
22,50004,OWN,0.0,VENTURE,C,5000,14.26,0,0.1,Y,4,18-25,50-75K,10.0,Very Low,Non-Default,1,0.8,0.1643,Very Low
22,80000,RENT,1.0,EDUCATION,A,6000,7.49,0,0.07,N,2,18-25,75-100K,7.5,Very Low,Non-Default,0,0.4,0.096,Very Low
26,50004,MORTGAGE,10.0,PERSONAL,A,5000,9.32,0,0.1,N,2,26-35,50-75K,10.0,Very Low,Non-Default,0,0.22,0.2406,Low
22,44004,MORTGAGE,3.0,VENTURE,D,9000,14.11,1,0.2,Y,3,18-25,25-50K,20.45,Low,Default,1,0.6,0.6489,High
25,80000,RENT,5.0,VENTURE,A,6000,8.0,0,0.07,N,4,18-25,75-100K,7.5,Very Low,Non-Default,0,0.5,0.031,Very Low
24,80490,RENT,8.0,HOMEIMPROVEMENT,B,6000,10.59,0,0.07,N,3,18-25,75-100K,7.45,Very Low,Non-Default,0,0.43,0.1601,Very Low
22,50004,MORTGAGE,0.0,EDUCATION,A,12000,7.37,0,0.24,N,2,18-25,50-75K,24.0,Moderate,Non-Default,0,0.4,0.1494,Very Low
22,44004,MORTGAGE,0.0,DEBTCONSOLIDATION,E,11000,15.68,1,0.25,N,4,18-25,25-50K,25.0,Moderate,Default,0,0.8,0.9146,Very High
23,80607,RENT,2.0,MEDICAL,B,6000,12.21,0,0.07,N,2,18-25,75-100K,7.44,Very Low,Non-Default,0,0.33,0.1508,Very Low
25,82000,RENT,5.0,MEDICAL,C,6000,13.48,0,0.07,N,3,18-25,75-100K,7.32,Very Low,Non-Default,0,0.38,0.1889,Very Low
23,50004,MORTGAGE,7.0,PERSONAL,A,6000,7.49,0,0.12,N,3,18-25,50-75K,12.0,Low,Non-Default,0,0.5,0.1309,Very Low
22,50004,MORTGAGE,6.0,EDUCATION,C,2500,12.53,0,0.05,N,2,18-25,50-75K,5.0,Very Low,Non-Default,0,0.4,0.318,Low
26,50004,MORTGAGE,10.0,EDUCATION,A,5000,9.32,0,0.1,N,2,26-35,50-75K,10.0,Very Low,Non-Default,0,0.22,0.2486,Low
25,82000,RENT,0.0,PERSONAL,B,6000,9.91,0,0.07,N,2,18-25,75-100K,7.32,Very Low,Non-Default,0,0.25,0.1198,Very Low
26,82000,RENT,8.0,HOMEIMPROVEMENT,A,6000,7.88,0,0.07,N,3,26-35,75-100K,7.32,Very Low,Non-Default,0,0.33,0.1058,Very Low
23,50004,MORTGAGE,8.0,EDUCATION,C,2000,11.91,0,0.04,Y,2,18-25,50-75K,4.0,Very Low,Non-Default,1,0.33,0.3101,Low
26,50004,OWN,2.0,HOMEIMPROVEMENT,D,11000,13.87,0,0.22,Y,4,26-35,50-75K,22.0,Moderate,Non-Default,1,0.44,0.3452,Low
